query,label
"List organizations involved in e-commerce research.","organizations"
"Show me organizations with strong digital innovation strategies.","organizations"
"Display organizations that are pioneers in fintech.","organizations"
"Retrieve organizations working in blockchain technology.","organizations"
"List organizations involved in smart technology development.","organizations"
"Show me organizations that invest in AI startups.","organizations"
"Display organizations that support digital transformation initiatives.","organizations"
"Retrieve a list of organizations in the high-tech sector.","organizations"
"List organizations active in computer science research.","organizations"
"Show me organizations contributing to IT advancements.","organizations"
"Display organizations that develop software solutions.","organizations"
"Retrieve organizations involved in cloud computing innovation.","organizations"
"List organizations that specialize in data analytics.","organizations"
"Show me organizations with expertise in machine learning.","organizations"
"Display organizations that focus on natural language processing.","organizations"
"Retrieve the directory of organizations in robotics research.","organizations"
"List organizations that are leaders in automation technology.","organizations"
"Show me organizations investing in smart manufacturing.","organizations"
"Display organizations that support advanced manufacturing research.","organizations"
"Retrieve a list of organizations in industrial automation.","organizations"
"List organizations active in IoT research.","organizations"
"Show me organizations contributing to sensor technology innovation.","organizations"
"Display organizations that focus on digital signal processing.","organizations"
"Retrieve organizations involved in computational research.","organizations"
"List organizations that specialize in simulation and modeling.","organizations"
"Show me organizations with a focus on virtual reality development.","organizations"
"Display organizations that work on augmented reality projects.","organizations"
"Retrieve a list of organizations in multimedia research.","organizations"
"List organizations that contribute to graphics and visualization research.","organizations"
"Show me organizations involved in computer graphics innovation.","organizations"
"Display organizations that specialize in gaming technology.","organizations"
"Retrieve organizations that develop mobile applications.","organizations"
"List organizations with expertise in user interface design.","organizations"
"Show me organizations that focus on human-computer interaction.","organizations"
"Display organizations that research interactive technologies.","organizations"
"Retrieve a list of organizations in virtual collaboration tools.","organizations"
"List organizations that support remote work innovations.","organizations"
"Show me organizations involved in digital communication research.","organizations"
"Display organizations that specialize in network infrastructure.","organizations"
"Retrieve organizations that develop cybersecurity solutions.","organizations"
"List organizations active in data protection research.","organizations"
"Show me organizations that focus on privacy technology.","organizations"
"Display organizations that work on risk management solutions.","organizations"
"Retrieve a list of organizations in information security.","organizations"
"List organizations that support blockchain security research.","organizations"
"Show me organizations with expertise in financial technology.","organizations"
"Display organizations that develop payment processing systems.","organizations"
"Retrieve organizations involved in digital banking innovations.","organizations"
"List organizations that focus on investment technology.","organizations"
"Show me organizations active in financial analytics research.","organizations"
"Display organizations that support economic development research.","organizations"
"Retrieve a list of organizations in market research.","organizations"
"List organizations that specialize in consumer behavior analysis.","organizations"
"Show me organizations that invest in retail technology.","organizations"
"Display organizations that work on logistics and supply chain solutions.","organizations"
"Retrieve organizations involved in transportation research.","organizations"
"List organizations that focus on urban mobility solutions.","organizations"
"Show me organizations with expertise in smart city initiatives.","organizations"
"Display organizations that support infrastructure innovation.","organizations"
"Retrieve a list of organizations in construction technology.","organizations"
"List organizations that specialize in sustainable building practices.","organizations"
"Show me organizations involved in renewable energy projects.","organizations"
"Display organizations that focus on clean technology.","organizations"
"Retrieve organizations that support environmental research.","organizations"
"List organizations active in climate change initiatives.","organizations"
"Show me organizations that invest in green technologies.","organizations"
"Display organizations that are leaders in environmental innovation.","organizations"
"Retrieve a list of organizations in agricultural technology.","organizations"
"List organizations that focus on food technology research.","organizations"
"Show me organizations involved in biotechnology research.","organizations"
"Display organizations that support pharmaceutical innovation.","organizations"
"Retrieve organizations that specialize in medical technology.","organizations"
"List organizations active in healthcare innovation.","organizations"
"Show me organizations that work on digital health solutions.","organizations"
"Display organizations that contribute to public health research.","organizations"
"Retrieve a list of organizations in medical research.","organizations"
"List organizations that support clinical research initiatives.","organizations"
"Show me organizations with expertise in genomics research.","organizations"
"Display organizations that focus on personalized medicine.","organizations"
"Retrieve organizations involved in neuroscience research.","organizations"
"List organizations that invest in cognitive science innovation.","organizations"
"Show me organizations with a strong presence in social sciences.","organizations"
"Display organizations that support interdisciplinary research.","organizations"
"Retrieve a list of organizations in the humanities.","organizations"
"List organizations that focus on cultural studies.","organizations"
"Show me organizations involved in historical research.","organizations"
"Display organizations that specialize in archival studies.","organizations"
"Retrieve organizations that support legal research.","organizations"
"List organizations that focus on public policy studies.","organizations"
"Show me organizations with expertise in political research.","organizations"
"Display organizations that contribute to economic research.","organizations"
"Retrieve a list of organizations in management studies.","organizations"
"List organizations that support entrepreneurship research.","organizations"
"Show me organizations that invest in business innovation.","organizations"
"Display organizations that focus on marketing and consumer research.","organizations"
"Retrieve organizations that specialize in digital transformation.","organizations"
"List organizations that are leaders in technological innovation.","organizations"
"Show me organizations with significant contributions to science and technology.","organizations"
"Display organizations that have received industry awards.","organizations"
"Retrieve a list of organizations with notable research profiles.","organizations"
"List organizations that collaborate on international research projects.","organizations"
"Show me organizations that are recognized globally.","organizations"
"Display the directory of organizations with innovative solutions.","organizations"
"Retrieve organizations known for their research excellence.","organizations"
"List organizations that drive change in their respective industries.","organizations"
"Show me organizations that have a strong impact on technology trends.","organizations"
"Display organizations with a robust research and development focus.","organizations"
"Retrieve a list of organizations that are pioneers in their fields.","organizations"
"List organizations that contribute significantly to academic research.","organizations"


